city_en,year,month,method,index_value,n_records
Jiangmen,2016,10.0,Mosquito ovitrap index,8.50785,1
Jiangmen,2016,11.0,Breteau index,6.78095,1
Jiangmen,2016,11.0,Mosquito ovitrap index,6.41361,1
Jiangmen,2016,12.0,Breteau index,2.4381,1
Jiangmen,2016,12.0,Mosquito ovitrap index,3.14136,1
Jiangmen,2017,1.0,Breteau index,2.3619,1
Jiangmen,2017,1.0,Mosquito ovitrap index,1.83246,1
Jiangmen,2017,2.0,Breteau index,1.75238,1
Jiangmen,2017,2.0,Mosquito ovitrap index,1.57068,1
Jiangmen,2017,3.0,Breteau index,3.42857,1
Jiangmen,2017,3.0,Mosquito ovitrap index,4.58115,1
Jiangmen,2017,4.0,Breteau index,3.04762,1
Jiangmen,2017,4.0,Mosquito ovitrap index,6.28272,1
Jiangmen,2017,5.0,Breteau index,6.78095,1
Jiangmen,2017,5.0,Mosquito ovitrap index,10.0785,1
Jiangmen,2017,6.0,Breteau index,5.6381,1
Jiangmen,2017,6.0,Mosquito ovitrap index,12.6963,1
Jiangmen,2017,7.0,Breteau index,7.46667,1
Jiangmen,2017,7.0,Mosquito ovitrap index,13.7435,1
Jiangmen,2017,8.0,Breteau index,7.2381,1
Jiangmen,2017,8.0,Mosquito ovitrap index,12.4346,1
Jiangmen,2017,9.0,Breteau index,5.86667,1
Jiangmen,2017,9.0,Mosquito ovitrap index,14.9215,1
Jiangmen,2017,10.0,Breteau index,4.0381,1
Jiangmen,2017,10.0,Mosquito ovitrap index,8.76963,1
Jiangmen,2017,11.0,Breteau index,4.41905,1
Jiangmen,2017,11.0,Mosquito ovitrap index,3.40314,1
Jiangmen,2017,12.0,Breteau index,3.12381,1
Jiangmen,2017,12.0,Mosquito ovitrap index,2.22513,1
Jieyang,2008,5.0,Labor hour,5.22321,1
Jieyang,2008,6.0,Labor hour,15.2679,1
Jieyang,2008,7.0,Labor hour,15.2679,1
Jieyang,2008,8.0,Labor hour,25.7143,1
Jieyang,2008,9.0,Labor hour,30.9375,1
Jieyang,2008,10.0,Labor hour,17.2768,1
Jieyang,2009,5.0,Labor hour,8.4375,1
Jieyang,2009,6.0,Labor hour,11.6518,1
Jieyang,2009,7.0,Labor hour,22.5,1
Jieyang,2009,8.0,Labor hour,19.2857,1
Jieyang,2009,9.0,Labor hour,18.8839,1
Jieyang,2009,10.0,Labor hour,13.6607,1
Jieyang,2010,5.0,Labor hour,3.21429,1
Jieyang,2010,6.0,Labor hour,4.41964,1
Jieyang,2010,7.0,Labor hour,5.625,1
Jieyang,2010,8.0,Labor hour,4.41964,1
Jieyang,2010,9.0,Labor hour,6.02679,1
Jieyang,2010,10.0,Labor hour,8.03571,1
Maoming,2017,3.0,Breteau index,5.775784753,1
Maoming,2017,3.0,Mosquito ovitrap index,4.990909091,1
Maoming,2017,4.0,Breteau index,5.237668161,1
Maoming,2017,4.0,Mosquito ovitrap index,4.95,1
Maoming,2017,5.0,Breteau index,5.273542601,1
Maoming,2017,5.0,Mosquito ovitrap index,5.686363636,1
Maoming,2017,6.0,Breteau index,5.739910314,1
Maoming,2017,6.0,Mosquito ovitrap index,8.263636364,1
Maoming,2017,7.0,Breteau index,6.959641256,1
Maoming,2017,7.0,Mosquito ovitrap index,6.627272727,1
Maoming,2017,8.0,Breteau index,5.632286996,1
Maoming,2017,8.0,Mosquito ovitrap index,6.627272727,1
Maoming,2017,9.0,Breteau index,5.883408072,1
Maoming,2017,9.0,Mosquito ovitrap index,5.727272727,1
Maoming,2017,10.0,Breteau index,5.094170404,1
Maoming,2017,10.0,Mosquito ovitrap index,5.072727273,1
Maoming,2017,11.0,Breteau index,4.484304933,1
Maoming,2017,11.0,Mosquito ovitrap index,4.172727273,1
Maoming,2018,3.0,Breteau index,3.156950673,1
Maoming,2018,3.0,Mosquito ovitrap index,4.213636364,1
Maoming,2018,4.0,Breteau index,3.802690583,1
Maoming,2018,4.0,Mosquito ovitrap index,2.495454545,1
Maoming,2018,5.0,Breteau index,4.01793722,1
Maoming,2018,5.0,Mosquito ovitrap index,4.254545455,1
Maoming,2018,6.0,Breteau index,4.771300448,1
Maoming,2018,6.0,Mosquito ovitrap index,4.090909091,1
Maoming,2018,7.0,Breteau index,4.591928251,1
Maoming,2018,7.0,Mosquito ovitrap index,6.504545455,1
Maoming,2018,8.0,Breteau index,4.233183857,1
Maoming,2018,8.0,Mosquito ovitrap index,5.768181818,1
Maoming,2018,9.0,Breteau index,4.843049327,1
Maoming,2018,9.0,Mosquito ovitrap index,6.627272727,1
Maoming,2018,10.0,Breteau index,4.197309417,1
Maoming,2018,10.0,Mosquito ovitrap index,5.890909091,1
Maoming,2018,11.0,Breteau index,3.443946188,1
Maoming,2018,11.0,Mosquito ovitrap index,4.172727273,1
Shantou,2010,4.0,Breteau index,14.8,1
Shantou,2010,5.0,Breteau index,16.6,1
Shantou,2010,6.0,Breteau index,18.0,1
Shantou,2010,7.0,Breteau index,15.7,1
Shantou,2010,8.0,Breteau index,14.5,1
Shantou,2010,9.0,Breteau index,8.4,1
Shantou,2010,10.0,Breteau index,5.3,1
Shantou,2010,11.0,Breteau index,5.2,1
Shantou,2011,4.0,Breteau index,9.3,1
Shantou,2011,5.0,Breteau index,10.7,1
Shantou,2011,6.0,Breteau index,9.0,1
Shantou,2011,7.0,Breteau index,9.7,1
Shantou,2011,8.0,Breteau index,10.4,1
Shantou,2011,9.0,Breteau index,9.9,1
Shantou,2011,10.0,Breteau index,7.7,1
Shantou,2011,11.0,Breteau index,10.8,1
Shantou,2012,1.0,Breteau index,0.0,1
Shantou,2012,1.0,Container index,0.0,1
Shantou,2012,1.0,House index,0.0,1
Shantou,2012,2.0,Breteau index,0.0,1
Shantou,2012,2.0,Container index,0.0,1
Shantou,2012,2.0,House index,0.0,1
Shantou,2012,3.0,Breteau index,0.0,1
Shantou,2012,3.0,Container index,0.0,1
Shantou,2012,3.0,House index,0.0,1
Shantou,2012,4.0,Breteau index,4.105,2
Shantou,2012,4.0,Container index,0.43,1
Shantou,2012,4.0,House index,0.71,1
Shantou,2012,5.0,Breteau index,11.915,2
Shantou,2012,5.0,Container index,6.75,1
Shantou,2012,5.0,House index,7.86,1
Shantou,2012,6.0,Breteau index,12.855,2
Shantou,2012,6.0,Container index,9.32,1
Shantou,2012,6.0,House index,10.0,1
Shantou,2012,7.0,Breteau index,17.055,2
Shantou,2012,7.0,Container index,12.72,1
Shantou,2012,7.0,House index,13.57,1
Shantou,2012,8.0,Breteau index,21.445,2
Shantou,2012,8.0,Container index,17.07,1
Shantou,2012,8.0,House index,17.73,1
Shantou,2012,9.0,Breteau index,16.395,2
Shantou,2012,9.0,Container index,14.17,1
Shantou,2012,9.0,House index,14.29,1
Shantou,2012,10.0,Breteau index,10.865,2
Shantou,2012,10.0,Container index,10.04,1
Shantou,2012,10.0,House index,10.0,1
Shantou,2012,11.0,Breteau index,6.165,2
Shantou,2012,11.0,Container index,3.91,1
Shantou,2012,11.0,House index,5.0,1
Shantou,2012,12.0,Breteau index,1.43,1
Shantou,2012,12.0,Container index,0.87,1
Shantou,2012,12.0,House index,1.43,1
Shantou,2013,4.0,Breteau index,9.4,1
Shantou,2013,5.0,Breteau index,11.7,1
Shantou,2013,6.0,Breteau index,11.7,1
Shantou,2013,7.0,Breteau index,11.0,1
Shantou,2013,8.0,Breteau index,14.3,1
Shantou,2013,9.0,Breteau index,8.5,1
Shantou,2013,10.0,Breteau index,8.8,1
Shantou,2013,11.0,Breteau index,5.8,1
Shantou,2014,4.0,Breteau index,10.5,1
Shantou,2014,5.0,Breteau index,10.6,1
Shantou,2014,5.0,Container index,0.0,1
Shantou,2014,5.0,Light trapping(CO2),2.1433333333333335,3
Shantou,2014,6.0,Breteau index,11.3,1
Shantou,2014,6.0,Container index,7.23,1
Shantou,2014,6.0,Light trapping(CO2),2.5566666666666666,3
Shantou,2014,7.0,Breteau index,12.7,1
Shantou,2014,7.0,Container index,6.11,1
Shantou,2014,7.0,Light trapping(CO2),0.58,2
Shantou,2014,8.0,Breteau index,8.8,1
Shantou,2014,8.0,Container index,11.11,1
Shantou,2014,8.0,Light trapping(CO2),0.6950000000000001,2
Shantou,2014,9.0,Breteau index,16.8,1
Shantou,2014,9.0,Container index,11.67,1
Shantou,2014,9.0,Light trapping(CO2),1.275,2
Shantou,2014,10.0,Breteau index,12.9,1
Shantou,2014,10.0,Container index,6.67,1
Shantou,2014,10.0,Light trapping(CO2),1.5050000000000001,2
Shantou,2014,11.0,Breteau index,6.2,1
Shenzhen,2009,3.0,Light trapping,1.9,1
Shenzhen,2009,4.0,Light trapping,0.7,1
Shenzhen,2009,5.0,Light trapping,2.9,1
Shenzhen,2009,6.0,Light trapping,0.5,1
Shenzhen,2009,7.0,Light trapping,1.3,1
Shenzhen,2009,8.0,Light trapping,2.5,1
Shenzhen,2009,9.0,Light trapping,0.7,1
Shenzhen,2009,10.0,Light trapping,1.6,1
Shenzhen,2009,11.0,Light trapping,1.1,1
Shenzhen,2009,12.0,Light trapping,0.2,1
Shenzhen,2012,1.0,Light trapping(CO2),0.0,1
Shenzhen,2012,1.0,Mosquito ovitrap index,3.85,1
Shenzhen,2012,2.0,Light trapping(CO2),0.03,1
Shenzhen,2012,2.0,Mosquito ovitrap index,0.0,1
Shenzhen,2012,3.0,Light trapping(CO2),0.73,1
Shenzhen,2012,3.0,Mosquito ovitrap index,0.0,1
Shenzhen,2012,4.0,Light trapping(CO2),0.37,1
Shenzhen,2012,4.0,Mosquito ovitrap index,4.0,1
Shenzhen,2012,5.0,Light trapping(CO2),0.43,1
Shenzhen,2012,5.0,Mosquito ovitrap index,9.6,1
Shenzhen,2012,6.0,Light trapping(CO2),0.17,1
Shenzhen,2012,6.0,Mosquito ovitrap index,10.0,1
Shenzhen,2012,7.0,Light trapping(CO2),0.17,1
Shenzhen,2012,7.0,Mosquito ovitrap index,7.84,1
Shenzhen,2012,8.0,Light trapping(CO2),0.2,1
Shenzhen,2012,8.0,Mosquito ovitrap index,3.93,1
Shenzhen,2012,9.0,Light trapping(CO2),0.4,1
Shenzhen,2012,9.0,Mosquito ovitrap index,17.3,1
Shenzhen,2012,10.0,Light trapping(CO2),0.37,1
Shenzhen,2012,10.0,Mosquito ovitrap index,17.6,1
Shenzhen,2012,11.0,Light trapping(CO2),0.17,1
Shenzhen,2012,11.0,Mosquito ovitrap index,9.8,1
Shenzhen,2012,12.0,Light trapping(CO2),0.1,1
Shenzhen,2012,12.0,Mosquito ovitrap index,7.27,1
Shenzhen,2013,1.0,Light trapping,0.0,1
Shenzhen,2013,2.0,Light trapping,0.465116,1
Shenzhen,2013,3.0,Light trapping,5.86047,1
Shenzhen,2013,4.0,Light trapping,6.13953,1
Shenzhen,2013,5.0,Light trapping,17.0233,1
Shenzhen,2013,6.0,Light trapping,6.23256,1
Shenzhen,2013,7.0,Light trapping,1.86047,1
Shenzhen,2013,8.0,Light trapping,1.02326,1
Shenzhen,2013,9.0,Light trapping,1.30233,1
Shenzhen,2013,10.0,Light trapping,1.2093,1
Shenzhen,2013,11.0,Light trapping,1.2093,1
Shenzhen,2013,12.0,Light trapping,0.27907,1
Shenzhen,2014,1.0,Light trapping,0.0930233,1
Shenzhen,2014,2.0,Light trapping,1.39535,1
Shenzhen,2014,3.0,Light trapping,5.67442,1
Shenzhen,2014,4.0,Light trapping,5.86047,1
Shenzhen,2014,5.0,Light trapping,4.0,1
Shenzhen,2014,6.0,Light trapping,2.97674,1
Shenzhen,2014,7.0,Light trapping,3.62791,1
Shenzhen,2014,8.0,Light trapping,0.651163,1
Shenzhen,2014,9.0,Light trapping,0.372093,1
Shenzhen,2014,10.0,Light trapping,0.651163,1
Shenzhen,2014,11.0,Light trapping,1.48837,1
Shenzhen,2014,12.0,Light trapping,0.744186,1
Shenzhen,2015,1.0,Light trapping,0.837209,1
Shenzhen,2015,2.0,Light trapping,0.651163,1
Shenzhen,2015,3.0,Light trapping,0.651163,1
Shenzhen,2015,4.0,Light trapping,4.27907,1
Shenzhen,2015,5.0,Light trapping,2.69767,1
Shenzhen,2015,6.0,Light trapping,1.5814,1
Shenzhen,2015,7.0,Light trapping,0.837209,1
Shenzhen,2015,8.0,Light trapping,1.95349,1
Shenzhen,2015,9.0,Light trapping,1.2093,1
Shenzhen,2015,10.0,Light trapping,1.11628,1
Shenzhen,2015,11.0,Light trapping,1.11628,1
Shenzhen,2015,12.0,Light trapping,1.11628,1
Shenzhen,2016,1.0,Light trapping,1.2093,1
Shenzhen,2016,2.0,Light trapping,1.48837,1
Shenzhen,2016,3.0,Light trapping,1.67442,1
Shenzhen,2016,4.0,Light trapping,3.16279,1
Shenzhen,2016,5.0,Light trapping,1.67442,1
Shenzhen,2016,5.0,Mosquito ovitrap index,37.44,1
Shenzhen,2016,5.0,Tent trapping,5.08,1
Shenzhen,2016,6.0,Light trapping,3.81395,1
Shenzhen,2016,6.0,Tent trapping,5.08,1
Shenzhen,2016,7.0,Light trapping,1.30233,1
Shenzhen,2016,7.0,Mosquito ovitrap index,9.98,1
Shenzhen,2016,7.0,Tent trapping,22.97,1
Shenzhen,2016,8.0,Light trapping,1.2093,1
Shenzhen,2016,8.0,Mosquito ovitrap index,10.23,1
Shenzhen,2016,8.0,Tent trapping,14.02,1
Shenzhen,2016,9.0,Light trapping,1.76744,1
Shenzhen,2016,10.0,Light trapping,2.13953,1
Shenzhen,2016,11.0,Light trapping,1.39535,1
Shenzhen,2016,12.0,Light trapping,1.95349,1
Shenzhen,2017,1.0,Breteau index,1.1469466666666668,3
Shenzhen,2017,1.0,Container index,2.6776299999999997,2
Shenzhen,2017,1.0,House index,0.4973685,2
Shenzhen,2017,1.0,Light trapping,3.62791,1
Shenzhen,2017,1.0,Mosquito ovitrap index,0.666203,1
Shenzhen,2017,2.0,Breteau index,1.05559,3
Shenzhen,2017,2.0,Container index,10.526299999999999,2
Shenzhen,2017,2.0,House index,0.5960525,2
Shenzhen,2017,2.0,Light trapping,3.44186,1
Shenzhen,2017,2.0,Mosquito ovitrap index,0.0354721,1
Shenzhen,2017,3.0,Breteau index,3.0583166666666664,3
Shenzhen,2017,3.0,Container index,11.756599999999999,2
Shenzhen,2017,3.0,House index,2.235525,2
Shenzhen,2017,3.0,Light trapping,5.11628,1
Shenzhen,2017,3.0,Mosquito ovitrap index,5.99733,1
Shenzhen,2017,4.0,Breteau index,4.4119866666666665,3
Shenzhen,2017,4.0,Container index,17.16185,2
Shenzhen,2017,4.0,House index,3.576315,2
Shenzhen,2017,4.0,Light trapping,1.95349,1
Shenzhen,2017,4.0,Mosquito ovitrap index,3.55185,1
Shenzhen,2017,5.0,Breteau index,3.6643299999999996,3
Shenzhen,2017,5.0,Container index,14.088149999999999,2
Shenzhen,2017,5.0,House index,2.48421,2
Shenzhen,2017,5.0,Light trapping,1.48837,1
Shenzhen,2017,5.0,Mosquito ovitrap index,6.10636,1
Shenzhen,2017,6.0,Breteau index,2.95598,3
Shenzhen,2017,6.0,Container index,19.7579,2
Shenzhen,2017,6.0,House index,1.44079,2
Shenzhen,2017,6.0,Light trapping,2.60465,1
Shenzhen,2017,6.0,Mosquito ovitrap index,7.84606,1
Shenzhen,2017,7.0,Breteau index,5.924723333333333,3
Shenzhen,2017,7.0,Container index,23.613149999999997,2
Shenzhen,2017,7.0,House index,4.22237,2
Shenzhen,2017,7.0,Light trapping,3.34884,1
Shenzhen,2017,7.0,Mosquito ovitrap index,9.14131,1
Shenzhen,2017,8.0,Breteau index,6.470760000000001,3
Shenzhen,2017,8.0,Container index,32.7013,2
Shenzhen,2017,8.0,House index,4.17237,2
Shenzhen,2017,8.0,Light trapping,1.39535,1
Shenzhen,2017,8.0,Mosquito ovitrap index,9.88101,1
Shenzhen,2017,9.0,Breteau index,11.75547,3
Shenzhen,2017,9.0,Container index,33.5158,2
Shenzhen,2017,9.0,House index,7.401315,2
Shenzhen,2017,9.0,Light trapping,0.930233,1
Shenzhen,2017,9.0,Mosquito ovitrap index,9.54663,1
Shenzhen,2017,10.0,Breteau index,6.083663333333334,3
Shenzhen,2017,10.0,Container index,18.4934,2
Shenzhen,2017,10.0,House index,4.967105,2
Shenzhen,2017,10.0,Light trapping,0.930233,1
Shenzhen,2017,10.0,Mosquito ovitrap index,5.95288,1
Shenzhen,2017,11.0,Breteau index,3.0699466666666666,3
Shenzhen,2017,11.0,Container index,12.8987,2
Shenzhen,2017,11.0,House index,2.235525,2
Shenzhen,2017,11.0,Light trapping,1.67442,1
Shenzhen,2017,11.0,Mosquito ovitrap index,2.95183,1
Shenzhen,2017,12.0,Breteau index,0.8393449999999999,3
Shenzhen,2017,12.0,Container index,0.2960525,2
Shenzhen,2017,12.0,House index,0.1973685,2
Shenzhen,2017,12.0,Light trapping,4.37209,1
Shenzhen,2017,12.0,Mosquito ovitrap index,3.54338,1
Shenzhen,2018,1.0,Breteau index,0.7998000000000001,2
Shenzhen,2018,1.0,Mosquito ovitrap index,1.16228,2
Shenzhen,2018,2.0,Breteau index,0.62895,2
Shenzhen,2018,2.0,Mosquito ovitrap index,0.25218714999999997,2
Shenzhen,2018,3.0,Breteau index,1.00247,2
Shenzhen,2018,3.0,Mosquito ovitrap index,1.1306825,2
Shenzhen,2018,4.0,Breteau index,2.03764,2
Shenzhen,2018,4.0,Mosquito ovitrap index,2.89794,2
Shenzhen,2018,5.0,Breteau index,2.6509799999999997,2
Shenzhen,2018,5.0,Mosquito ovitrap index,5.61998,2
Shenzhen,2018,6.0,Breteau index,4.344860000000001,2
Shenzhen,2018,6.0,Mosquito ovitrap index,5.66899,2
Shenzhen,2018,7.0,Breteau index,4.582575,2
Shenzhen,2018,7.0,Mosquito ovitrap index,6.771775,2
Shenzhen,2018,8.0,Breteau index,4.845705,2
Shenzhen,2018,8.0,Mosquito ovitrap index,7.740295,2
Shenzhen,2018,9.0,Breteau index,5.0077549999999995,2
Shenzhen,2018,9.0,Mosquito ovitrap index,7.9116,2
Shenzhen,2018,10.0,Breteau index,3.4798,2
Shenzhen,2018,10.0,Mosquito ovitrap index,5.4056750000000005,2
Shenzhen,2018,11.0,Breteau index,2.274325,2
Shenzhen,2018,11.0,Mosquito ovitrap index,3.6077500000000002,2
Shenzhen,2018,12.0,Breteau index,1.549515,2
Shenzhen,2018,12.0,Mosquito ovitrap index,1.793335,2
Shenzhen,2019,1.0,Breteau index,1.2056149999999999,2
Shenzhen,2019,1.0,Mosquito ovitrap index,1.2739,2
Shenzhen,2019,2.0,Breteau index,1.4212449999999999,2
Shenzhen,2019,2.0,Mosquito ovitrap index,1.6041750000000001,2
Shenzhen,2019,3.0,Breteau index,2.04587,2
Shenzhen,2019,3.0,Mosquito ovitrap index,2.091215,2
Shenzhen,2019,4.0,Breteau index,3.45995,2
Shenzhen,2019,4.0,Mosquito ovitrap index,4.30011,2
Shenzhen,2019,5.0,Breteau index,5.097835,2
Shenzhen,2019,5.0,Mosquito ovitrap index,5.889245,2
Shenzhen,2019,6.0,Breteau index,4.8935200000000005,2
Shenzhen,2019,6.0,Mosquito ovitrap index,8.975335000000001,2
Shenzhen,2019,7.0,Breteau index,5.893825,2
Shenzhen,2019,7.0,Mosquito ovitrap index,7.808515,2
Shenzhen,2019,8.0,Breteau index,5.677015,2
Shenzhen,2019,8.0,Mosquito ovitrap index,7.5222549999999995,2
Shenzhen,2019,9.0,Breteau index,5.2593499999999995,2
Shenzhen,2019,9.0,Mosquito ovitrap index,7.590805,2
Shenzhen,2019,10.0,Breteau index,3.95805,2
Shenzhen,2019,10.0,Mosquito ovitrap index,5.6301000000000005,2
Shenzhen,2019,11.0,Breteau index,2.060545,2
Shenzhen,2019,11.0,Mosquito ovitrap index,3.21402,2
Shenzhen,2019,12.0,Breteau index,1.170655,2
Shenzhen,2019,12.0,Mosquito ovitrap index,1.9184999999999999,2
Shenzhen,2020,1.0,Breteau index,0.7816,1
Shenzhen,2020,1.0,Mosquito ovitrap index,1.09,1
Shenzhen,2020,2.0,Breteau index,0.4101,1
Shenzhen,2020,2.0,Mosquito ovitrap index,0.3,1
Shenzhen,2020,3.0,Breteau index,1.3864,1
Shenzhen,2020,3.0,Mosquito ovitrap index,1.88,1
Shenzhen,2020,4.0,Breteau index,2.4931,1
Shenzhen,2020,4.0,Mosquito ovitrap index,3.61,1
Shenzhen,2020,5.0,Breteau index,3.4259,1
Shenzhen,2020,5.0,Mosquito ovitrap index,5.57,1
Shenzhen,2020,6.0,Breteau index,5.5545,1
Shenzhen,2020,6.0,Mosquito ovitrap index,8.77,1
Shenzhen,2020,7.0,Breteau index,3.9872,1
Shenzhen,2020,7.0,Mosquito ovitrap index,6.28,1
Shenzhen,2020,8.0,Breteau index,4.3983,1
Shenzhen,2020,8.0,Mosquito ovitrap index,5.86,1
Shenzhen,2020,9.0,Breteau index,4.7659,1
Shenzhen,2020,9.0,Mosquito ovitrap index,6.27,1
Shenzhen,2020,10.0,Breteau index,3.5249,1
Shenzhen,2020,10.0,Mosquito ovitrap index,5.4,1
Shenzhen,2020,11.0,Breteau index,1.8489,1
Shenzhen,2020,11.0,Mosquito ovitrap index,3.81,1
Shenzhen,2020,12.0,Breteau index,1.4557,1
Shenzhen,2020,12.0,Mosquito ovitrap index,2.0,1
Shenzhen,2021,1.0,Breteau index,0.7816,1
Shenzhen,2021,1.0,Mosquito ovitrap index,1.02,1
Shenzhen,2021,2.0,Breteau index,1.1275,1
Shenzhen,2021,2.0,Mosquito ovitrap index,1.47,1
Shenzhen,2021,3.0,Breteau index,1.4082,1
Shenzhen,2021,3.0,Mosquito ovitrap index,2.29,1
Shenzhen,2021,4.0,Breteau index,1.6888,1
Shenzhen,2021,4.0,Mosquito ovitrap index,3.65,1
Shenzhen,2021,5.0,Breteau index,1.9912,1
Shenzhen,2021,5.0,Mosquito ovitrap index,5.64,1
Shenzhen,2021,6.0,Breteau index,2.7935,1
Shenzhen,2021,6.0,Mosquito ovitrap index,5.94,1
Shenzhen,2021,7.0,Breteau index,3.009,1
Shenzhen,2021,7.0,Mosquito ovitrap index,5.45,1
Shenzhen,2021,8.0,Breteau index,3.2027,1
Shenzhen,2021,8.0,Mosquito ovitrap index,5.18,1
Shenzhen,2021,9.0,Breteau index,2.7442,1
Shenzhen,2021,9.0,Mosquito ovitrap index,5.25,1
Shenzhen,2021,10.0,Breteau index,2.1335,1
Shenzhen,2021,10.0,Mosquito ovitrap index,3.78,1
Shenzhen,2021,11.0,Breteau index,1.4358,1
Shenzhen,2021,11.0,Mosquito ovitrap index,3.13,1
Shenzhen,2021,12.0,Breteau index,1.0426,1
Shenzhen,2021,12.0,Mosquito ovitrap index,1.96,1
Shenzhen,2022,1.0,Breteau index,0.5208,1
Shenzhen,2022,1.0,Mosquito ovitrap index,1.28,1
Shenzhen,2022,2.0,Breteau index,0.4319,1
Shenzhen,2022,2.0,Mosquito ovitrap index,0.86,1
Shenzhen,2022,3.0,Breteau index,0.8863,1
Shenzhen,2022,3.0,Mosquito ovitrap index,1.5,1
Shenzhen,2022,4.0,Breteau index,1.5148,1
Shenzhen,2022,4.0,Mosquito ovitrap index,3.38,1
Shenzhen,2022,5.0,Breteau index,2.0563,1
Shenzhen,2022,5.0,Mosquito ovitrap index,4.89,1
Shenzhen,2022,6.0,Breteau index,3.0545,1
Shenzhen,2022,6.0,Mosquito ovitrap index,5.98,1
Shenzhen,2022,7.0,Breteau index,2.4872,1
Shenzhen,2022,7.0,Mosquito ovitrap index,5.37,1
Shenzhen,2022,8.0,Breteau index,2.507,1
Shenzhen,2022,8.0,Mosquito ovitrap index,5.03,1
Shenzhen,2022,9.0,Breteau index,2.2007,1
Shenzhen,2022,9.0,Mosquito ovitrap index,5.18,1
Shenzhen,2022,10.0,Breteau index,1.6118,1
Shenzhen,2022,10.0,Mosquito ovitrap index,3.82,1
Shenzhen,2022,11.0,Breteau index,1.2185,1
Shenzhen,2022,11.0,Mosquito ovitrap index,2.53,1
Shenzhen,2022,12.0,Breteau index,0.8252,1
Shenzhen,2022,12.0,Mosquito ovitrap index,1.39,1
