city_cn,city_en,year,month,n_weeks,cases,tem,rhu,pre,Tm,Hm,Rm,pred_cases,m_hat_bi,m_hat_norm,beta_prime
广州市,Guangzhou,2012,6,4,2,28.7577181020706,82.94216423595962,297.3006309155448,23.137560869088905,73.5033665140795,166.73662087486332,4.849811329090348,1.4063700537712627,1.4948173319681637,1.0213921476199745
广州市,Guangzhou,2012,7,5,9,29.41386244884378,80.96856847509964,289.4587701964149,23.137560869088905,73.5033665140795,166.73662087486332,5.008248150809732,1.441024412664796,1.5316511198914693,1.0668723073830646
广州市,Guangzhou,2012,8,4,14,29.329891246081825,79.06748661354484,127.7551837554595,23.137560869088905,73.5033665140795,166.73662087486332,14.89886303500649,1.351080219358987,1.436050293705728,1.061174225657432
广州市,Guangzhou,2012,9,5,70,26.97162787536316,69.1770713625921,103.6307172479727,23.137560869088905,73.5033665140795,166.73662087486332,18.06541723655258,1.12833988589165,1.1993017152625916,0.8885404964431456
广州市,Guangzhou,2012,10,4,42,24.367531617284776,64.23666392198984,92.32070863255484,23.137560869088905,73.5033665140795,166.73662087486332,50.13203230928458,0.9280945839936158,0.9864628915691349,0.6812245742042635
广州市,Guangzhou,2012,11,4,16,20.1196103163133,76.80222870268575,183.23001955488544,23.137560869088905,73.5033665140795,166.73662087486332,17.802810305800964,0.7610558319084733,0.808918993320136,0.34404887197375655
广州市,Guangzhou,2012,12,5,0,14.84718300272252,70.35594585982706,67.60570651664709,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.3810189934942536,0.4049814582989618,0.0
广州市,Guangzhou,2013,1,4,1,15.5999957041417,67.83563302859318,7.648427489804851,23.137560869088905,73.5033665140795,166.73662087486332,0.3430637526718675,0.38995115188705026,0.41447536435991167,0.03701289474848558
广州市,Guangzhou,2013,2,4,2,17.938859378924526,77.81166958969823,40.767811334013786,23.137560869088905,73.5033665140795,166.73662087486332,0.3832201341856708,0.5753636988980224,0.6115485941923787,0.1860732919207662
广州市,Guangzhou,2013,3,5,0,20.734522952666985,77.67449727477432,316.65856257851755,23.137560869088905,73.5033665140795,166.73662087486332,1.078767097376379,0.846507518091381,0.8997447764840956,0.3910963296310648
广州市,Guangzhou,2013,4,4,0,21.771511824253373,80.28859061638042,217.1370284089158,23.137560869088905,73.5033665140795,166.73662087486332,0.7167845380537077,0.8911886604480057,0.9472359370273096,0.47227649044108416
广州市,Guangzhou,2013,5,4,0,27.1206303534335,86.92113838686743,396.0798363971041,23.137560869088905,73.5033665140795,166.73662087486332,1.553272650416583,1.342053383538633,1.426455755908999,0.9000246737436896
广州市,Guangzhou,2013,6,5,4,28.85227724356792,82.21677633127176,311.2491636712105,23.137560869088905,73.5033665140795,166.73662087486332,1.815996335937913,1.4153226655641897,1.504332977753257,1.0280762867759226
广州市,Guangzhou,2013,7,4,8,28.304940636035425,85.1044640536241,255.0653269879961,23.137560869088905,73.5033665140795,166.73662087486332,6.013785674420738,1.3663703333512314,1.452302010202454,0.9888367502027323
广州市,Guangzhou,2013,8,4,47,28.83043494376875,83.8969574571193,358.9676691872563,23.137560869088905,73.5033665140795,166.73662087486332,14.717623906582775,1.4393390766787357,1.5298597923277197,1.0265360025677446
广州市,Guangzhou,2013,9,5,348,27.68977086394646,73.79001973499558,227.295999524482,23.137560869088905,73.5033665140795,166.73662087486332,62.610270043915,1.2586619715151397,1.3378198185212917,0.9432962215724497
广州市,Guangzhou,2013,10,4,711,24.7668941134085,56.0777095500961,4.195867340509421,23.137560869088905,73.5033665140795,166.73662087486332,233.8011387432293,0.8503989382569457,0.9038809299053505,0.7135199386383709
广州市,Guangzhou,2013,11,4,147,20.193159517654927,59.448110734817824,62.07646339458647,23.137560869088905,73.5033665140795,166.73662087486332,192.75411128317026,0.6352315245686034,0.6751815357497281,0.34962696016570355
广州市,Guangzhou,2013,12,5,2,13.67803337896982,49.02065383827938,132.6616472136076,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.23392834145915398,0.24864020555189056,0.0
广州市,Guangzhou,2014,1,4,1,14.756280250635026,55.75449501746995,4.460295699339289,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.28772319260419077,0.30581824034196237,0.0
广州市,Guangzhou,2014,2,4,0,14.127383327926063,73.73196419780777,60.42488579063979,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.3486898942891212,0.3706191667462081,0.0
广州市,Guangzhou,2014,3,5,1,18.70570287076104,79.69194523938253,290.05001869228226,23.137560869088905,73.5033665140795,166.73662087486332,0.4521287021864828,0.7167035525320392,0.7617773781055597,0.2398357228014031
广州市,Guangzhou,2014,4,4,1,24.153742768001475,81.06380585050593,94.08659716392728,23.137560869088905,73.5033665140795,166.73662087486332,0.9726769741547514,0.9965744647158421,1.0592495043956802,0.6639131735645126
广州市,Guangzhou,2014,5,4,4,26.373452245050824,87.06592246335813,482.7117067820986,23.137560869088905,73.5033665140795,166.73662087486332,1.8007456281386978,1.3163774479212602,1.399165048550415,0.8418858065664124
广州市,Guangzhou,2014,6,5,34,29.56219717506312,81.4293135880218,279.82784295639,23.137560869088905,73.5033665140795,166.73662087486332,7.405242129400395,1.4498855376977888,1.5410695252710034,1.0768442303233732
广州市,Guangzhou,2014,7,4,274,30.027812309144025,80.04987837959322,182.8083217363557,23.137560869088905,73.5033665140795,166.73662087486332,59.62642531209449,1.432736420518585,1.5228418919971822,1.1073233289772044
广州市,Guangzhou,2014,8,5,2772,29.20890206860712,80.44556204708229,233.6181384950363,23.137560869088905,73.5033665140795,166.73662087486332,445.6551901517279,1.400351831220999,1.4884206205538015,1.0528986737665424
广州市,Guangzhou,2014,9,4,19484,28.596883098025373,75.88032725404955,93.35366127788132,23.137560869088905,73.5033665140795,166.73662087486332,3880.7083298325388,1.266533904508795,1.346186821106034,1.009929628752125
广州市,Guangzhou,2014,10,4,13785,25.357164898217125,58.67955659701792,2.9795992168077245,23.137560869088905,73.5033665140795,166.73662087486332,14854.155156087401,0.9038681037506955,0.9607127965194067,0.7610564128981383
广州市,Guangzhou,2014,11,5,1011,20.24202604502248,68.37478668369356,60.41831141944312,23.137560869088905,73.5033665140795,166.73662087486332,5043.083081018261,0.684015486733739,0.7270335443807255,0.3533407662907799
广州市,Guangzhou,2014,12,4,15,14.083545761285624,49.33529998701865,27.16938806933636,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.22375441972622415,0.23782644106672568,0.0
广州市,Guangzhou,2015,1,4,4,15.397394371035698,63.79077782767352,58.29388226152616,23.137560869088905,73.5033665140795,166.73662087486332,3.5461291925170717,0.38279220160967703,0.40686618431187266,0.02530164166626136
广州市,Guangzhou,2015,2,4,1,17.715781517660425,70.4727933956364,42.56947252328264,23.137560869088905,73.5033665140795,166.73662087486332,1.0974216966127357,0.5364310125970098,0.5701674128263692,0.17084650286948028
广州市,Guangzhou,2015,3,5,5,20.52804070592228,81.58703307697319,76.42708028964879,23.137560869088905,73.5033665140795,166.73662087486332,0.9369934958816519,0.7608937564147431,0.8087467248219086,0.37519681058136667
广州市,Guangzhou,2015,4,4,5,23.25202751049515,73.24259088428505,125.79935232193483,23.137560869088905,73.5033665140795,166.73662087486332,3.3338318433143708,0.9205622549291869,0.978456850765434,0.5909198151250892
广州市,Guangzhou,2015,5,5,3,27.2897355352378,87.88791863103077,749.629724802365,23.137560869088905,73.5033665140795,166.73662087486332,9.466573090869401,1.458102866935993,1.5498036462335605,0.9129837277849469
广州市,Guangzhou,2015,6,4,2,30.226729031281025,81.68675460123097,156.69881838028925,23.137560869088905,73.5033665140795,166.73662087486332,7.990664607155967,1.441422835298028,1.532074599512645,1.119939276458111
广州市,Guangzhou,2015,7,4,4,29.0294095735618,80.57060630894514,296.6240422261949,23.137560869088905,73.5033665140795,166.73662087486332,4.8060848975500265,1.414536936798667,1.503497834133852,1.04048350601343
广州市,Guangzhou,2015,8,5,12,29.248383036620066,80.16409552546267,315.1306542357455,23.137560869088905,73.5033665140795,166.73662087486332,7.678441538038801,1.4355278013101325,1.5258088240476329,1.0556075239476779
广州市,Guangzhou,2015,9,4,17,28.46837289956745,76.25075481272577,90.39397137818986,23.137560869088905,73.5033665140795,166.73662087486332,17.932440622966364,1.2580653307703942,1.3371856547577698,1.0006890719498545
广州市,Guangzhou,2015,10,4,42,24.88515509505275,68.54968842504395,112.78570647929013,23.137560869088905,73.5033665140795,166.73662087486332,16.02123482373604,0.9949386512005662,1.0575108137943372,0.7230666977113682
广州市,Guangzhou,2015,11,5,14,21.53425847833974,72.4698079664593,59.4713751797168,23.137560869088905,73.5033665140795,166.73662087486332,17.97443868366045,0.7797995606402085,0.8288415240216213,0.4535276850921614
广州市,Guangzhou,2015,12,4,3,15.682913542763677,71.81004327925393,140.03789175763396,23.137560869088905,73.5033665140795,166.73662087486332,0.8132230882574076,0.45941971048331814,0.48831283347985394,0.04186548101667422
广州市,Guangzhou,2016,1,5,2,13.52440656137774,74.72335755298705,298.36629412836896,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.38409858001802466,0.408254721476519,0.0
广州市,Guangzhou,2016,2,4,1,15.316696615931225,66.35046402685987,30.88622347605213,23.137560869088905,73.5033665140795,166.73662087486332,0.2935522156633584,0.378191176052041,0.4019757980796432,0.02069513987712195
广州市,Guangzhou,2016,3,4,3,17.861587222412375,79.11093496474675,208.674471051779,23.137560869088905,73.5033665140795,166.73662087486332,0.46547627438377176,0.6376950803728288,0.6778000257442724,0.18077695563093807
广州市,Guangzhou,2016,4,4,5,24.6575682373138,85.93071343289232,370.6102801900041,23.137560869088905,73.5033665140795,166.73662087486332,3.1284581100283892,1.1566988397551807,1.2294441771544786,0.7046867167170973
广州市,Guangzhou,2016,5,5,8,27.477168341574043,81.30377242576631,267.3386270163,23.137560869088905,73.5033665140795,166.73662087486332,7.810219249415565,1.2968211511714296,1.378378847043657,0.9272489472262281
广州市,Guangzhou,2016,6,4,2,29.149225344071723,85.31348487859282,350.1026875691439,23.137560869088905,73.5033665140795,166.73662087486332,15.787846381330084,1.4653698316890778,1.5575276338388027,1.0487889686653695
广州市,Guangzhou,2016,7,5,31,29.83922321488692,81.50749514893208,350.7707777205594,23.137560869088905,73.5033665140795,166.73662087486332,7.9437176217116745,1.498407381450646,1.5926429307387358,1.0951336696522702
广州市,Guangzhou,2016,8,4,29,28.9677504126281,82.94135050007587,303.7162225547933,23.137560869088905,73.5033665140795,166.73662087486332,49.825840947102,1.4239290084982645,1.5134805776671052,1.0361817403937346
广州市,Guangzhou,2016,9,4,73,27.97983961918305,75.66486640787329,138.6672265210147,23.137560869088905,73.5033665140795,166.73662087486332,49.28100868953585,1.2476978593448005,1.326166168148179,0.9649437496654397
广州市,Guangzhou,2016,10,5,80,25.680569607367865,73.96279975507153,160.6923358573207,23.137560869088905,73.5033665140795,166.73662087486332,75.18015071882643,1.0961948292083117,1.1651350407529193,0.7869473388867005
广州市,Guangzhou,2016,11,4,17,19.931357605297126,76.50819577803523,71.55300923095727,23.137560869088905,73.5033665140795,166.73662087486332,25.421991122978607,0.7040783852264284,0.7483582080536821,0.3298363756957244
广州市,Guangzhou,2016,12,4,1,17.836162491864926,60.306222537122096,5.212284972815329,23.137560869088905,73.5033665140795,166.73662087486332,4.013913755848299,0.47992279155719764,0.5101053630248327,0.17903936166793086
广州市,Guangzhou,2017,1,5,6,16.90307331669996,71.20185599278645,48.653781609231146,23.137560869088905,73.5033665140795,166.73662087486332,0.6449979598035269,0.4947534870589697,0.5258687679848169,0.11708047448078214
广州市,Guangzhou,2017,2,4,3,16.398102265976576,64.93608786842472,26.912471595864925,23.137560869088905,73.5033665140795,166.73662087486332,0.5152463994638397,0.43132226759142456,0.4584483291083613,0.0851108103384912
广州市,Guangzhou,2017,3,4,1,18.9319575837382,80.12719883438147,122.9550443381264,23.137560869088905,73.5033665140795,166.73662087486332,1.1541872949593817,0.6771688317752255,0.7197563000519321,0.25609363104358085
广州市,Guangzhou,2017,4,5,4,23.7678729049055,77.5219360716825,204.3947549060839,23.137560869088905,73.5033665140795,166.73662087486332,1.5535298892625449,1.00505285099194,1.0682611003967803,0.632657579140736
广州市,Guangzhou,2017,5,4,4,26.702688486669874,80.25290387939172,205.81684197065488,23.137560869088905,73.5033665140795,166.73662087486332,5.0816322080424365,1.2134830616303396,1.2897995856145046,0.8676676896017684
广州市,Guangzhou,2017,6,4,10,28.9243256085071,85.36993233322772,317.354101119375,23.137560869088905,73.5033665140795,166.73662087486332,8.473994733119019,1.4368260892320286,1.5271887619113063,1.0331410718692624
广州市,Guangzhou,2017,7,5,35,28.961188183032483,83.44239382875257,369.821992347984,23.137560869088905,73.5033665140795,166.73662087486332,18.1563678815092,1.4507279559933688,1.5419649236518371,1.0357228261307359
广州市,Guangzhou,2017,8,4,143,29.8801754309756,79.1986574514267,184.01637586649545,23.137560869088905,73.5033665140795,166.73662087486332,63.17645618159257,1.4187445239318905,1.5079700384129768,1.097799085508961
广州市,Guangzhou,2017,9,4,218,29.28709564055605,80.39045326043072,199.9442584346792,23.137560869088905,73.5033665140795,166.73662087486332,240.32794067310488,1.3903673579166445,1.4778082189985349,1.058255793942652
广州市,Guangzhou,2017,10,5,457,24.93241940447584,63.32546641709624,71.08678360081917,23.137560869088905,73.5033665140795,166.73662087486332,191.17990647010546,0.9471195358476964,1.0066843316482088,0.7268794309509875
广州市,Guangzhou,2017,11,4,70,20.044708963990225,74.28446993422455,50.228625676982,23.137560869088905,73.5033665140795,166.73662087486332,130.40469404773526,0.6926201304228014,0.7361793381832383,0.33838274892714576
广州市,Guangzhou,2017,12,5,2,16.16953187305952,55.04090441423748,25.120275562834284,23.137560869088905,73.5033665140795,166.73662087486332,6.028136827141564,0.3683421267332463,0.3915073373884729,0.07102400697181836
广州市,Guangzhou,2018,1,4,3,13.613954592027447,64.84759088952029,80.50609289087436,23.137560869088905,73.5033665140795,166.73662087486332,0.2694272740947781,0.29523797038729727,0.313805626055953,0.0
广州市,Guangzhou,2018,2,4,1,16.832313233989726,66.76670201496943,16.43281850966949,23.137560869088905,73.5033665140795,166.73662087486332,0.46706242505704326,0.4589836098436848,0.48784930626462475,0.11253198957158074
广州市,Guangzhou,2018,3,4,1,20.4934606310486,70.40349633798844,65.66079107087062,23.137560869088905,73.5033665140795,166.73662087486332,0.8040557240682316,0.7106121453282989,0.7553028794202317,0.37254378659175685
广州市,Guangzhou,2018,4,5,3,23.64797379131712,75.55147619304554,127.92621126396048,23.137560869088905,73.5033665140795,166.73662087486332,1.0932491352419453,0.9570820685393576,1.0172734127352674,0.6229486743936699
广州市,Guangzhou,2018,5,4,15,28.869912470959527,78.1302035632828,149.46708308395156,23.137560869088905,73.5033665140795,166.73662087486332,5.056988725657259,1.3260571131611198,1.409453472517771,1.0293182611069724
广州市,Guangzhou,2018,6,4,20,28.438176751994924,82.98442814109572,545.1716073061746,23.137560869088905,73.5033665140795,166.73662087486332,25.036150774238664,1.4676806004806044,1.5599837279731186,0.9985075729415728
广州市,Guangzhou,2018,7,5,59,29.31028981978966,82.96209681716957,244.1767391815126,23.137560869088905,73.5033665140795,166.73662087486332,39.565251294410395,1.423809947578827,1.513354028950103,1.059838711775459
广州市,Guangzhou,2018,8,4,184,28.42234633004125,85.61547934428208,357.7880367771989,23.137560869088905,73.5033665140795,166.73662087486332,97.90019507785773,1.4168760169125036,1.5059840201029353,0.9973623838737148
广州市,Guangzhou,2018,9,5,574,27.65261211425216,71.23171507327868,218.534333800748,23.137560869088905,73.5033665140795,166.73662087486332,249.97665932787885,1.238445572677879,1.316332000794455,0.9405021290998498
广州市,Guangzhou,2018,10,4,319,23.32570649077925,68.09344738369528,74.01345736680726,23.137560869088905,73.5033665140795,166.73662087486332,350.00124814420394,0.8761425066135275,0.9312435234581172,0.596874698726364
广州市,Guangzhou,2018,11,4,123,21.45289946927975,73.85425817254988,33.44983537689096,23.137560869088905,73.5033665140795,166.73662087486332,179.47156834461103,0.7676652995862825,0.8159441335479011,0.44712032449588557
广州市,Guangzhou,2018,12,5,12,15.84688732490272,75.35359573589216,30.12806086989324,23.137560869088905,73.5033665140795,166.73662087486332,5.5488872388580095,0.4404753103183735,0.468177011023764,0.051562104320306376
广州市,Guangzhou,2019,1,4,5,16.611194723950874,68.00757649069685,3.390571762159365,23.137560869088905,73.5033665140795,166.73662087486332,2.549339934344455,0.4455068051099839,0.473524938903797,0.09846151058091214
广州市,Guangzhou,2019,2,4,3,18.825825155776325,84.35166721676396,128.77220244522607,23.137560869088905,73.5033665140795,166.73662087486332,1.8280683879388027,0.6863210485941514,0.7294841041175655,0.24844590553252682
广州市,Guangzhou,2019,3,5,11,20.43288874722008,80.45028736037882,258.1214567222443,23.137560869088905,73.5033665140795,166.73662087486332,1.7116310587956742,0.8195805613068318,0.8711243706451296,0.36790352874204063
广州市,Guangzhou,2019,4,4,11,24.49903392632768,84.3966876394574,339.49071823553,23.137560869088905,73.5033665140795,166.73662087486332,10.15726778018698,1.1299094130480303,1.2009699507245604,0.6918665753437089
广州市,Guangzhou,2019,5,4,27,26.16167489033705,85.8269039478074,314.498794060146,23.137560869088905,73.5033665140795,166.73662087486332,15.843505800626202,1.2417305365626543,1.3198235576124377,0.8251833316469358
广州市,Guangzhou,2019,6,5,109,29.182495241278623,84.03017983997157,365.4769825146891,23.137560869088905,73.5033665140795,166.73662087486332,49.956968671214895,1.4678430087930279,1.5601563502211644,1.0510823810431824
广州市,Guangzhou,2019,7,4,122,29.399714099791623,84.17330439680877,294.7992358668141,23.137560869088905,73.5033665140795,166.73662087486332,193.55702659460107,1.456921174156937,1.5485476362364352,1.065914885982805
广州市,Guangzhou,2019,8,4,228,29.803149280150077,81.1655383732107,245.3345053522449,23.137560869088905,73.5033665140795,166.73662087486332,261.01904091864446,1.451152735752436,1.5424164180109643,1.0927774399049395
广州市,Guangzhou,2019,9,5,535,28.112146296489243,67.63317462442505,104.31345488923732,23.137560869088905,73.5033665140795,166.73662087486332,327.6641514401073,1.194304237268393,1.26941459591273,0.9747165703596711
广州市,Guangzhou,2019,10,4,478,25.316971214063848,64.53799169609462,19.72546667639581,23.137560869088905,73.5033665140795,166.73662087486332,461.9289958434437,0.9498528091182452,1.009589501768168,0.757829853531083
广州市,Guangzhou,2019,11,4,156,21.38561070462035,55.427344174018025,0.1662154062557207,23.137560869088905,73.5033665140795,166.73662087486332,194.4504579069312,0.6475931228721824,0.6883205608203113,0.4418299560290397
广州市,Guangzhou,2019,12,5,5,17.70209120423438,56.6433765451042,4.17639946197969,23.137560869088905,73.5033665140795,166.73662087486332,24.704252865932105,0.45188566634679067,0.48030496974235853,0.1699183832536449
